Name,Reviews,Num_Start,Date
Điện thoại iPhone 8 Plus 64GB,"Mới mua đầu tháng 9 mà giờ giảm 2tr tiếc quá. Ahuhu. Máy đẹp xài mượt mà, chụp ảnh đẹp. Mình rất thích",4,30/10/2018

Điện thoại iPhone 8 Plus 64GB,"Vận chuyển hàng rất nhanh, chụp hình rất đẹp, pin tạm ổn, 
Dùng rất thích, sẽ rủ thêm bạn bè mua thêm sản phẩm",5,29/10/2018

Điện thoại iPhone 8 Plus 64GB,Với tầm giá này rất đáng tiền để mua . Pin Sài rất trâu cảm ứng mượt . Camera chụp hình bao ảo nhân viên dễ thương nhiệt tình nữa. mình rất thích cách phục vụ của cửa hàng,5,29/10/2018

Điện thoại iPhone 8 Plus 64GB,"Thiết kế đẹp, máy xài 1 ngày mới hết pin, tay nghe cực chất, chụp hình đẹp, xài rất ok",5,24/10/2018

Điện thoại iPhone 8 Plus 64GB,Dùng rất thích . Máy mượt và chụp ảnh đẹp . Cảm thấy rất hài lòng . Mình sẽ giới thiệu bạn bè nhiều,5,24/10/2018

Điện thoại iPhone 8 Plus 64GB,Với tầm giá này rất đáng tiền để mua . Pin Sài rất trâu cảm ứng mượt . Camera chụp hình bao ảo nhân viên dễ thương nhiệt tình nữa,5,21/10/2018

Điện thoại iPhone 8 Plus 64GB,Cấu hình ok. Xài mượt k bị đứng hay chậm. Chụp hình chất lượng ảnh xoá phông rất đẹp. Màn hình lớn dễ sử dụng,5,21/10/2018

Điện thoại iPhone 8 Plus 64GB,"Sản phẩm rất ok, 
Pin xài rất lâu, thiết kế kính nhìn sang trọng, màn hình lớn.
Máy xài không nóng máy",5,21/10/2018

Điện thoại iPhone 8 Plus 64GB,"Rất tốt âm thanh và thao tác vô cùng mượt,phải luôn dùng ốp lưng mới không sợ rơi, vì dt cầm trơn mịn lắm. ",5,20/10/2018

Điện thoại iPhone 8 Plus 64GB,"Điện thoại thiết kế đẹp, sang trọng, lên web nhanh, tốc độ sử lý rất nhanh. Chụp hình xoá phông đẹp chân thật. Tôi rất hài lòng. Good!",5,19/10/2018

Điện thoại iPhone 8 Plus 64GB,"Máy dùng pin bền
Màu đẹp, màn hình rộng
Sử dụng dẽ dàng
Nhân viên nhiệt tình. Hướng dẫn chu đáo",5,18/10/2018

Điện thoại iPhone 8 Plus 64GB,"Tôi rất thích các dòng máy iPhone , màn hình to thao tác dễ sử dụng mặt lưng kính sang trọng, đẳng cấp . ",5,17/10/2018

Điện thoại iPhone 8 Plus 64GB,Máy chạy êm mượt pin tốt nhân viên nhiệt tình vui vẻ nói chung là ok. Nhưng sản phẩm này làm mình rất thích và tin tưởng dòng sản phẩm này.,5,14/10/2018

Điện thoại iPhone 8 Plus 64GB,"Máy dùng tốt, rất mượt, giao diện đẹp mắt, dễ sử dụng. Dùng mấy tháng rồi mà vẫn êm. Chụp ảnh đẹp, sắc nét. ",4,13/10/2018

Điện thoại iPhone 8 Plus 64GB,"Thiết kế máy sang trọng, máy dùng pin khoẻ, camera chụp đẹp sắc nét,âm thanh khi nghe nhạc ấm và to,máy cầm chắc chắn tay,tôi rất hài lòng và thích màu đỏ, tôi sẽ ủng hộ nhiều",5,11/10/2018

Điện thoại iPhone 8 Plus 64GB,"Câu hình cao . Máy chạy êm mượt, mặt kính sau sang trọng chụp hinh nét đẹp. Máy cầm nắm chăc tay",5,09/10/2018

Điện thoại iPhone 8 Plus 64GB,"thiết kế sang trọng, máy chạy êm và rất mượt, các ứng dụng nặng vẫn hoạt động rất ok..",5,05/10/2018

Điện thoại iPhone 8 Plus 64GB,"Thiết kế mỏng, đẹp, kiểu dáng sang trọng. Cấu hình mạnh, camera chụp hình xuất sắc. Cảm biến vân tay, cảm ứng cực nhạy. Tuyệt.",5,04/10/2018

Điện thoại iPhone 8 Plus 64GB,"Mới mua hôm qua - Hài lòng nhất là thái độ phục vụ của nhân viên- nhiệt tình lắm .Máy xài mượt và sang chảnh . Đang test pin so vs 7plus nhưng dù pin có k bằng 7 plus đi nữa mình vẫn chọn ip8 plus 64 gb và chỉ mua ở ĐMX hoặc TGDD thôi.

Cảm ơn các bạn.",5,04/10/2018

Điện thoại iPhone 8 Plus 64GB,"Sản phẩm dùng ok, nhân viên tư vấn nhiệt tình, chế độ bảo hành tốt, thiết kế đẹp",4,02/10/2018

Điện thoại iPhone 8 Plus 64GB,"Mình đã mua và sử dụng, thật sự iphone 8 xàI rất tuyệt, máy thì hoạt động cực kì mạnh, trường hợp máy chạy chậm chưa bao giờ mình thấy, thiết kế sang trọng, rất đáng mua",5,29/09/2018

Điện thoại iPhone 8 Plus 64GB,"điện thoại dùng rất tốt, máy chơi game rất mượt, chụp ảnh rất đẹp, cầm lên rất sang quý phái !",5,28/09/2018

Điện thoại iPhone 8 Plus 64GB,Sản phẩm dùng rất tuyêt. Hài lòng về phục vụ. Sẽ ủng hộ nhiều. Nhân viên chuyên nghiệp,5,26/09/2018

Điện thoại iPhone 8 Plus 64GB,"Iphone 8plus là sản phẩm tuyệt vời, nhân viên phục vụ rất nhiệt tình  rất hài lòng về sản phẩm và siêu thị",5,26/09/2018

Điện thoại iPhone 8 Plus 64GB,Thiết kế đẹp xài sang bền tiện lợi chơi game mướt không lắc sẽ giới thiệu cho người thân,5,23/09/2018

Điện thoại iPhone 8 Plus 64GB,"Thiết kế sang trọng, khác iphone 7 ở mặt lưng bằng kính cường lực rất bóng đẹp. Hài lòng với sản phẩm",5,22/09/2018

Điện thoại iPhone 8 Plus 64GB,Kết nối mạng nhanh. Chơi liên quân chạy vù vù. Chụp hình đẹp khỏi chê. Thiết kế sang quá đẹp,5,21/09/2018

Điện thoại iPhone 8 Plus 64GB,"Sản phẩm rất ok, quá đẹp. Sử dụng rất đáng tiền. Tôi đã mua và sử dụng. Rất hài lòng.",5,21/09/2018

Điện thoại iPhone 8 Plus 64GB,"mình đã mua và sử dụng sản phẩm được 9 tháng rất hài lòng máy vẫn đẹp không tỳ vết, ko hề có bất cứ hiện tượng treo đơ. cảm ơn điện máy xanh",5,21/09/2018

Điện thoại iPhone 8 Plus 64GB,"Sản phẩm chính hãng của apple nên dùng rất yên tâm, màu sắc đẹp, ít lỗi và chế độ hậu mãi rất tốt. Tôi rất hài lòng",5,21/09/2018

Điện thoại iPhone 8 Plus 64GB,"kết nối mạng mạnh, màu sắc đẹp. mình mua màu trắng số lượng ít nên rất ok..2 mặt gương cầm chắc tay. khó trầy xướt.",5,20/09/2018

Điện thoại iPhone 8 Plus 64GB,"PIN sử dụng lâu, hiệu năng tốt. mẫu mã đẹp. giá cả hợp lí.nhân viên siêu thị vui vẻ nhiệt tình. Rất hài lòng",5,20/09/2018

Điện thoại iPhone 8 Plus 64GB,"Mình đang xài sản phẩm nay , Máy thiết kế màu sắc đẹp, chụp hình thì xuất sắc. rõ nét , lướt mạng nhanh , thiết kế đẹp nguyên khối hoàn toàn đến 2 mặt kính cường lực và khung sườn kim loại.Tuyệt zời",5,19/09/2018

Điện thoại iPhone 8 Plus 64GB,"Máy thiết kế màu sắc đẹp, chụp hình thì xuất sắc. rõ nét , lướt mạng nhanh , thiết kế đẹp nguyên khối hoàn toàn đến 2 mặt kính cường lực và khung sườn kim loại.",5,18/09/2018

Điện thoại iPhone 8 Plus 64GB,"em đang xài  sản phẩm nay , Máy thiết kế màu sắc đẹp, chụp hình thì xuất sắc. rõ nét , lướt mạng nhanh ,   thiết kế đẹp nguyên khối hoàn toàn đến 2 mặt kính cường lực và khung sườn kim loại.",5,18/09/2018

Điện thoại iPhone 8 Plus 64GB,"Thiết kế tinh tế. Máy đẹp, màu vàng sang trọng. Nhân viên hỗ trợ nhiệt tình. Sẽ quay lại.",4,16/09/2018

Điện thoại iPhone 8 Plus 64GB,"Iphone 8 plus màu vàng xinh lung linh, máy chạy mượt. Chính sách bảo hành của Đmx cực kì an tâm. Nhân viên hỗ trợ nhiệt tình.",4,16/09/2018

Điện thoại iPhone 8 Plus 64GB,"Sản phẩm tuyệt vời, chính sách bảo hành rất an tâm. Máy thiết kế màu sắc đẹp, chụp hình thì bao suất sắc. Lướt web chơi game mượt mà không bị lag. Chỉ một từ diễn tả là quá tuyệt vời.",5,15/09/2018

Điện thoại iPhone 8 Plus 64GB,"Sản phẩm rất đẹp, máy rất mượt, nhân viên hổ trợ tư vấn vui vẻ, nhiệt tình, rất dễ thương",5,13/09/2018

Điện thoại iPhone 8 Plus 64GB,"Mình đã mua màu vàng rất ưng,thiết kế mặt gương nhìn sang trọng chụp hình sáng camera thường mà cũng chụp đẹp",5,13/09/2018

Điện thoại iPhone 8 Plus 64GB,"sản phẩm màu rất đẹp, màn hình chạy mượt. mặt sau kính sang trọng. nhân viên phục vụ lại rất tận tình",2,13/09/2018

Điện thoại iPhone 8 Plus 64GB,"sản phẩm quá tuyệt vời, mặt kính 2 mặt, camera kep phía sau, tưởng chừng như không có gì thay đổi so với iphone 7 plus nhưng thật chất rất nhiều sự thay đổi, chip mạnh mẽ, sang trọng hơn, chụp hình xóa phong liên tục mà không treo máy như so đời trước",5,13/09/2018

Điện thoại iPhone 8 Plus 64GB,"Sản phẩm xài tiết kiệm pin, mượt, cấu hình mạnh, nhanh. tôi rất hài lòng về chất lượng sản phẩm",4,12/09/2018

Điện thoại iPhone 8 Plus 64GB,"độ bền cao, thiết kế đẹp nguyên khối hoàn toàn đến 2 mặt kính cường lực và khung sườn kim loại, đẳng cấp với nhiều màu lựa chọn, trả góp 0%. bảo hành chính hãng 1 năm,",5,12/09/2018

Điện thoại iPhone 8 Plus 64GB,"Thiết kế mặt kính sang trọng lắp lánh chụp hình xuất sắc rất thích sản phẩm vừa sang trọng vừa hợp thời trang thiết kế đẹp

",5,12/09/2018

Điện thoại iPhone 8 Plus 64GB,Thiết kế mặt kính sang trọng lắp lánh chụp hình xuất sắc rất thích sản phẩm vừa sang trọng vừa hợp thời trang thiết kế đẹp ,5,12/09/2018

Điện thoại iPhone 8 Plus 64GB,"Rất ok , chơi game mượt, không lag. Chụp hình rất ok . Nv hỗ trợ rất tuyệt vời . Mình sd màu bạc rất đẹp ",5,12/09/2018

Điện thoại iPhone 8 Plus 64GB,"Sản phẩm đẹp, thiết kế tinh tế sang trọng, chụp hình xóa phông chuyên nghiệp, rất ưng ý máy này. Nhân viên phục vụ tuyệt vời, tận tình giải đáp mọi thắc mắc của khách hàng vừa lòng",5,12/09/2018

Điện thoại iPhone 8 Plus 64GB,"Màu rất đẹp, thiết kế tinh tế sang trọng, chụp hình xóa phông chuyên nghiệp, rất ưng ý máy này. Nhân viên phục vụ tuyệt vời, tận tình giải đáp mọi thắc mắc của khách hàng. ",5,11/09/2018

Điện thoại iPhone 8 Plus 64GB,"sản phẩm tốt. máy sài mượt, cảm thấy ưng ý với sản phẩm. mãu mã đẹp, màu sắc đúng nhu cầu muốn tìm từ trước",5,11/09/2018

Điện thoại iPhone 8 Plus 64GB,"máy xài êm, chụp hình đẹp. Có tính năng xóa phong mình rất ưng ý. Mình đã đẹp sẳn rồi, chụp máy này còn đẹp hơn.",5,11/09/2018

Điện thoại iPhone 8 Plus 64GB,"điện thoại đẹp xài êm,giá thành phù hợp,nhân viên của hàng vui vẻ nhiệt tình nồng nhiệt",5,11/09/2018

Điện thoại iPhone 8 Plus 64GB,"sản phẩm không chê vào đâu được, máy chạy mượt, chụp hình đẹp, pin lâu, tôi rất là hài lòng về sản phẩm cũng như nhân viên điện máy xanh.",5,10/09/2018

Điện thoại iPhone 8 Plus 64GB,"Sản phẩm xài tiết kiệm pin, mượt, cấu hình mạnh, nhanh. tôi rất hài lòng về chất lượng sản phẩm",5,10/09/2018

Điện thoại iPhone 8 Plus 64GB,"Sản phẩm thiết kế đẹp mắt, sang trọng, cấu hình mượt, chạy nhanh, chụp hình xoá phông tuyệt vời,...",5,10/09/2018

Điện thoại iPhone 8 Plus 64GB,"sản phẩm sử dụng rất tốt, pin xài rất lâu. máy chạy rất mượt và chạy rất nhanh. chụp ảnh rất đẹp",5,10/09/2018

Điện thoại iPhone 8 Plus 64GB,"Sản phẩm tốt vượt mong đợi.. xoá phông khá tốt.....
Loa hay.... rớt nước xài vẫn ngon..hihi",5,09/09/2018

Điện thoại iPhone 8 Plus 64GB,"Sản phẩm tốt, thời trang, thiết kế rất sang trọng, chụp hình rất đẹp, pin tốt, xài rất mượt.",5,09/09/2018

Điện thoại iPhone 8 Plus 64GB,"máy chụp hình đẹp, thiết kế kính sang trọng, máy chạy mượt,cấu hình máy mạnh, chơi game cũng không bị lag.",5,09/09/2018

Điện thoại iPhone 8 Plus 64GB,sử dụng tốt.hình dáng sang trọng.màu sắc của màn hình sắc nét.hài lòng với sản phẩm,5,09/09/2018

Điện thoại iPhone 8 Plus 64GB,Kiểu dáng rất sang trọng. 2 mặt kiếng nên rất đẹp và cầm rất là chắc tay. Máy chạy mượt. ,5,08/09/2018

Điện thoại iPhone 8 Plus 64GB,"Thiết kế sang trọng, khác iphone 7 ở mặt lưng bằng kính cường lực rất bóng đẹp. Hài lòng với sản phẩm",5,08/09/2018

Điện thoại iPhone 8 Plus 64GB,"Sản phẩm rất tinh tế, xài ổn định về hiệu năng, chụp hình đẹp, màn hình sắc nét, ...",5,08/09/2018

Điện thoại iPhone 8 Plus 64GB,"Thiết kế sang trọng, cầm chắc tay, pin sử dụng mở 3G, wifi suốt pin sử dụng hơn 1 ngày, camera chụp xoá phông trên cả tuyệt vời. Cấu hình cao nên máy rất mượt. Nhân viên hỗ trợ vui vẻ nhiệt tình. Rất thích mua hàng ở Điện Máy Xanh cũng như Thế Giới Di Động.",5,07/09/2018

Điện thoại iPhone 8 Plus 64GB,"thiết kế sang trọng, cấu hình cao, camera kép chụp hình chuyên nghiệp, tôi rất thíc sản phẩm trên",4,07/09/2018

Điện thoại iPhone 8 Plus 64GB,"Sản phẩm rất tốt, cấu hình mạnh. Chơi game rất mượt. Hài lòng về cách phục vụ của đmx",4,06/09/2018

Điện thoại iPhone 8 Plus 64GB,"Sản phẩm xài tiết kiệm pin, mượt, cấu hình mạnh, nhanh. tôi rất hài lòng về chất lượng sản phẩm",5,05/09/2018

Điện thoại iPhone 8 Plus 64GB,"Máy dùng rất mượt,pin tốt, chụp ảnh siêu đẹp, nguyên siu nguyên hộp, rất hài lòng",5,05/09/2018

Điện thoại iPhone 8 Plus 64GB,Sản phẩm dùng thích.  Nguyên siu nguyên hộp .máy dùng thích k đơ chạy mượt mà. Sang choảng . cảm thấy hài lòng . xin cảm ơn,5,05/09/2018

Điện thoại iPhone 8 Plus 64GB,"Sản phẩm dùng ok, đến giờ mình vẫn chưa thấy có vấn đề gì. Mình sẽ ủng hộ điện máy xanh nhiều nhiều hơn nữa",5,05/09/2018

Điện thoại iPhone 8 Plus 64GB,Máy dùng thích . nguyên siu có xuất xứ nguồn gốc rõ ràng.  Dùng thích chạy mượt mà.  Sang choảng. Rất hài lòng.  Xin cảm ơn ạ,5,05/09/2018

Điện thoại iPhone 8 Plus 64GB,"Sản phẩm đẹp thiết kế sang trọng. Sử dụng mượt tất cả , chụp hình rất chân thật, pin cầm rất lâu. Cầm chắc tay ",5,04/09/2018

Điện thoại iPhone 8 Plus 64GB,"Thiết kế đẳng cấp sang trọng, rất đẹp cấu hình mạnh mẽ và tối ưu tốt . Pin Sài rất ok . Chụp hình đẹp",5,03/09/2018

Điện thoại iPhone 8 Plus 64GB,"Mình mua máy này đã được 1 năm thời gian sử dụng nhiều mà mây chạy vẫn mượt, máy chạy ổn. Pin lâu hết. Rất hài lòng về sp nay . 👍🏻👍🏻👍🏻",5,03/09/2018

Điện thoại iPhone 8 Plus 64GB,"dùng oki, nhân viên nhiệt tình,rất hài lòng, điện thoại dùng mượt, chụp ảnh đẹp,",5,03/09/2018

Điện thoại iPhone 8 Plus 64GB,"Máy rất mượt. Chụp hình đẹp . Pin rất ok. Tuyệt vời.Sản phẩm rất đẹp. Cấu hình máy ổn định chạy mượt khi chơi nhưng game có đồ họa cao. Chụp hình rất ok. Thời gian sử dụng lâu.
",5,02/09/2018

Điện thoại iPhone 8 Plus 64GB,"Sản phẩm thiết kế đẹp, mặt sau bằng kính cường lực sang trọng, bền. Camera kép chụp hình đẹp sắc nét. Lướt web nhanh, mượt. Chính sách bảo hành tốt.",5,02/09/2018

Điện thoại iPhone 8 Plus 64GB,"Điện thoại iPhone 8 Plus 64GB cấu hình mạnh trọng lường vừa cầm chắc tay, chụp ảnh rất rõ",5,31/08/2018

Điện thoại iPhone 8 Plus 64GB,Sản phẩm rất đẹp. Cấu hình máy ổn định chạy mượt khi chơi nhưng game có đồ họa cao. Chụp hình rất ok. Thời gian sử dụng lâu.,5,30/08/2018

Điện thoại iPhone 8 Plus 64GB,"Sản phẩm tốt, trải nghiệm ổn định, chụp ảnh đẹp tuyệt lâu hết pin, xài thấy tiện dụng",4,30/08/2018

Điện thoại iPhone 8 Plus 64GB,"Sản phẩm tốt, trải nghiệm ổn định, không gian mua sắm thoải mái, năng động. Nhân viên nhiệt tình, chu đáo",5,29/08/2018

Điện thoại iPhone 8 Plus 64GB,Sản phẩm sài ổn định rất tốt .  Không bị lắng hoặc dựt máy . Sản phẩm rất ổn định,3,29/08/2018

Điện thoại iPhone 8 Plus 64GB,"Sản phẩm đẹp , màn hình hơi nhỏ . Nhân viên thân thiện nhiệt tình ,  cảm ơn thế giới di động, nơi tôi đặt niềm tin mua hàng tiêu dùng.",5,29/08/2018

Điện thoại iPhone 8 Plus 64GB,"Sản phẩm đẹp mắt, thiết kế chắc chắn,sang trọng, cấu hình mạnh, màu sắc trẻ trung.",5,29/08/2018

Điện thoại iPhone 8 Plus 64GB,"độ bền cao, thiết kế đẹp nguyên khối hoàn toàn đến 2 mặt kính cường lực và khung sườn kim loại, đẳng cấp với nhiều màu lựa chọn, trả góp 0%. bảo hành chính hãng 1 năm, ",5,28/08/2018

Điện thoại iPhone 8 Plus 64GB,Mình vừa mua ip8 được 1 tháng. Nói chung máy chạy khá mượt và ổn định. Cày game khá mượt và nhanh. Nhân viên tư vấn nhiệt tình chu đáo,5,26/08/2018

Điện thoại iPhone 8 Plus 64GB,"Mới mua điện thoại này ngày hôm qua tại thế giới di động Dĩ An, chất lượng của điện thoại này thì khỏi bàn cãi rồi, rất ấn tượng với anh nhân viên ở đó, quá là nhiệt tình và đáng yêu luôn ...",5,23/08/2018

Điện thoại iPhone 8 Plus 64GB,"màu sắc đẹp, thiết kế kính sang trọng, pin rât ok. chụp ảnh đẹp.sản phẩm tốt. RẤT HÀI LÒNG ",5,22/08/2018

Điện thoại iPhone 8 Plus 64GB,Dịch vụ tốt Sản phẩm tốt .pin có cải thiện hơn các máy 6.7pl nhưng vẩn hơi ít dung lượng,5,22/08/2018

Điện thoại iPhone 8 Plus 64GB,"máy sài ok, dùng pin được rất lâu, máy này còn chụp ảnh đẹp nữa, kết nhất tính năng xóa phông, mình rất thích",5,19/08/2018

Điện thoại iPhone 8 Plus 64GB,"Rất hài lòng về sản phẩm cũng như cách phục vụ. Máy có thiết kế bắt mắt, mặt lưng bằng kính khung viền kim loại. Mình xài và cảm thấy rất hài lòng",5,19/08/2018

Điện thoại iPhone 8 Plus 64GB,"sản phẩm mình mua màu bạc rất đẹp, dùng rất mượt , cảm thấy rất hài lòng về sản phẩm này",5,19/08/2018

Điện thoại iPhone 8 Plus 64GB,"Sử dụng sản phẩm rất okey , chụp ảnh đẹp không cần chỉnh sửa, tôi rất hài lòng về sản phẩm",5,18/08/2018

Điện thoại iPhone 8 Plus 64GB,sản phẩm khá đẹp và thuận tiện. giúp ích khá nhiều cho tôi.tôi thấy rất hài lòng khi sử dụng sản phẩm.,5,17/08/2018

Điện thoại iPhone 8 Plus 64GB,"máy đẹp, pin bền, cấu hình khỏe, hình ảnh đẹp, chụp ảnh nét. rất hài lòng về sản phẩm.",5,17/08/2018

Điện thoại iPhone 8 Plus 64GB,Sản phẩm khá ok. Sử dụng chụp ảnh khá đẹp. Hệ điều hành rất nhanh. Tôi rất hài lòng sử dụng sản phẩm này.,4,17/08/2018

Điện thoại iPhone 8 Plus 64GB,"ĐIện thoạI sử dụng pin bền, màn hình to, chất lượng hình anh tốt, nhân viên tư vấn nhiệt tình",5,16/08/2018

Điện thoại iPhone 8 Plus 64GB,"Xài được 2 tuần. Nhân viên thân thiện, nhiệt tình, dễ thương. Iphone 8 plus màu space grey đẹp xuất sắc, cấu hình mạnh, điểm antutu hơn 200000. Chụp hình đẹp, chi tiết rất tốt, màu trung thực chứ không tươi tắn như android, vì vậy dùng iphone chỉnh sửa ảnh rất thích. Pin xài dư dả trong 1 ngày, đến 10-11h tối cũng còn 20%. Đặc biệt là thời gian chờ cực kì tốt, mình để máy từ 10h đêm đến 7h sáng chỉ tụt 1-2% nếu bật chế độ máy bay thì gần như pin không tụt % nào. Sản phẩm này đáng mua nhất trong tầm giá. Có điều là bộ nhớ chỉ 64GB hơi ít so với nhu cầu sử dụng của mình",5,14/08/2018

Điện thoại iPhone 8 Plus 64GB,"Sản phẩm iphone này sài rất đẹp, máy chạy nhanh và rất mượt mà, nhân viên vui vẻ nhiệt tình, rất là hài lòng",5,12/08/2018

Điện thoại iPhone 8 Plus 64GB,Xuất sắc chạy mượt và rất sang trọng điện thoại hơn cả mong đợi đây là sự trải nghiệm tuyệt vời ,5,09/08/2018

Điện thoại iPhone 8 Plus 64GB,"đây là sự trải nghiệm tuyệt vời, không lầm khi cầm hơn 20tr để sử dụng, chắc tay, sang trọng, gõ phím nhẹ nhàng, vân tay nhạy. thiết kế sang trọng",5,09/08/2018

Điện thoại iPhone 8 Plus 64GB,"Rất hài lòng về sản phẩm cũng như cách phục vụ. Máy có thiết kế bắt mắt, mặt lưng bằng kính khung viền kim loại. Mình xài và cảm thấy rất hài lòng ",5,09/08/2018

Điện thoại iPhone 8 Plus 64GB,"Kháng nước cái này là cần thiết nhất với Iphone. Thiết kế đẹp, hiệu suất xử lý quá tốt cho công việc của mình. Cách nhân viên tư vấn cũng rất ok. VOTE cho thái độ tốt của dienmayxanh",5,07/08/2018

Điện thoại iPhone 8 Plus 64GB,"sản phẩm thiết kế vừa tay cầm, nhìn sang trọng, lướt mượt mà, chạy êm, ứng dụng chạy nhanh, sản pham lại kháng nuoc , kháng bui , ",5,04/08/2018

Điện thoại iPhone 8 Plus 64GB,"đây là sự trãi nghiệm tuyệt vời, không lầm khi cầm hơn 20tr để sử dụng, chắc tay, sang trọng, gõ phím nhẹ nhàng, vân tay nhạy. thiết kế sang trọng",5,04/08/2018

Điện thoại iPhone 8 Plus 64GB,sản phẩm đẹp mắt rất tuyệt vời trải nghiệm mượt pin ổn định cầm vừa tay không quá to,5,29/07/2018

Điện thoại iPhone 8 Plus 64GB,iPhone 8 plust 64gb chất lượng tốt thiết kế màu sắc sang trọng phù hợp mọi lứa tuổi pin sử dụng bền camera chụp ảnh sắc nét ,5,27/07/2018

Điện thoại iPhone 8 Plus 64GB,điện thoại thiết kế sang trọng nhìn đẹp mắt màn hình trong coi phim chơi game thoải mái không cần phải lo về pin mình sạc đầy sử dụng được cả ngày .Máy lướt web rất mượt,5,26/07/2018

Điện thoại iPhone 8 Plus 64GB,thiết kế sang trọng đẹp mắc.pin sử dụng lâu.màng hình rộng cấu hình mạnh chơi game rất tuyệt.camera chụp ảnh rất đẹp.rất hài lòng sản phẩm,5,24/07/2018

Điện thoại iPhone 8 Plus 64GB,"Điện thoại đẹp, sang trọng, tinh tế, màu sắc trang nhã, pin sử dụng lâu hết. Đặc biệt, máy sử dụng mượt, ít lỗi vặt. ",5,23/07/2018

Điện thoại iPhone 8 Plus 64GB,Điện thoại thiết kế sang trọng  nhìn  đẹp mắt màn hình  trong coi phim chơi game thoải mái không cần  phải lo về pin mình  sạc đầy  sử dụng được  cả ngày  .Máy lướt web rất mượt,5,23/07/2018

Điện thoại iPhone 8 Plus 64GB,"Máy đẹp, cầm rất chắc và vừa tay, màu trắng rất tinh tế dễ chọn ốp lưng, sạc nhanh pin cầm, máy mượt đa nhiệm tốt, rất hài lòng",5,23/07/2018

Điện thoại iPhone 8 Plus 64GB,Máy chạy êm mượt pin tốt nhân viên nhiệt tình vui vẻ nói chung là ok. Nhưng sản phẩm này làm mình rất thích và tin tưởng dòng sản phẩm này.,5,23/07/2018

Điện thoại iPhone 8 Plus 64GB,"Máy đẹp, cầm rất chắc và vừa tay, màu trắng rất tinh tế dễ chọn ốp lưng, sạc nhanh pin cầm, máy mượt đa nhiệm tốt",5,20/07/2018

Điện thoại iPhone 8 Plus 64GB,Đieenj thoại chính hãng máy tốt sài mượt cảm ứng nhạy âm thanh hình ảnh sắc nét cách phục vụ tận tình chu đáo,5,19/07/2018

Điện thoại iPhone 8 Plus 64GB,"Sản phẩm màng hình rộng , camera chụp hình sáng , đẹp, pin sử dụng lâu hết , lướt web nhạy , bắt wiffi mạnh, tôi rất hài lòng về sản phẩm này ",5,18/07/2018

Điện thoại iPhone 8 Plus 64GB,máy đẹp. thiết kế sang trọng. tinh tế. màu sắc phù hợp. cầu hình tốt. camera tốt,5,18/07/2018

Điện thoại iPhone 8 Plus 64GB,"Cấu hình mạnh, máy đẹp, sang trọng, nhân viên phục vụ cũng rất nhiệt tình. Sau vài ngày sử dụng thì thấy máy không có gì để chê hết. ❤️❤️❤️",5,18/07/2018

Điện thoại iPhone 8 Plus 64GB,"Máy có thiết kế sang trọng, màu sắc tinh tế, pin lâu hết, không bị đứng máy, màn hình rộng thích hợp xem phim và lướt web. Tôi rất hài lòng về sản phẩm này.",5,18/07/2018

Điện thoại iPhone 8 Plus 64GB,"Máy có thiết kế sang trọng, màu sắc tinh tế, pin lâu hết, không bị đứng máy, màn hình rộng thích hợp xem phim và lướt web. Tôi rất hài lòng về sản phẩm này.",5,17/07/2018

Điện thoại iPhone 8 Plus 64GB,Loà bị rè khi tăng âm hoặc mở vừa đủ cũng rè nhất là khi nghe nhạc youtube không biết do máy lỗi hay là tại nó như vậy mong ad giải đáp thắc mắc của e,4,16/07/2018

Điện thoại iPhone 8 Plus 64GB,"Thiết kế mặt kính sang trọng màu sắc đẹp dễ lau chùi
Cấu hình mượt
Giao diện dễ dùng
Dung lượng pin dùng lâu
Nhân viên nhiệt tình",5,09/07/2018

Điện thoại iPhone 8 Plus 64GB,Hàng đang sử dụng. Máy mượt không đứng. Đơ máy. Sản phẩm đáng tin cậy. Hãy mua iPhone dùng,5,09/07/2018

Điện thoại iPhone 8 Plus 64GB,"Máy mình mua xài hơn 6 tháng rồi, công nhận pin trâu bò, camera chụp đẹp, mặt lưng kính sang trọng. Tóm lại là ok hết.",5,09/07/2018

Điện thoại iPhone 8 Plus 64GB,"Máy to , nặng nên k thoải mái khi dùng, pin nhanh hết. Thiết kế đẹp, camera ok. Giá hơi cao ở thời điểm giao thoa này.",4,09/07/2018

Điện thoại iPhone 8 Plus 64GB,"Thiết kế mặt kính sang trọng, màu sắc đẹp, thích nhất về camera nhiều chế độ chụp như máy ảnh. pin trâu, đáng đồng tiền.",5,08/07/2018

Điện thoại iPhone 8 Plus 64GB,"sản phẩm thiết kế đẹp, máy cầm pin nhân viên giao hàng tận nhà phục vụ tận tình ok, cảm biến vân tay nhạy",2,06/07/2018

Điện thoại iPhone 8 Plus 64GB,"Thiết kế đẹp, chụp hình xoá phông đẹp như máy ảnh. Máy ít hao pin. Cấu hình ổn định. ",5,04/07/2018

